"","Times","DRYCRK02","ENISH04","CHQSTCR01","BRSHYCR01","INDIAN02","SOAPCR02","HONEYCR01","ENDWY01","RLSTNCR01","BNNTTCR01","BVRCR01","TIPTNCR01","SQWCR03","SSKNK04","LAKECR01","CRANECR02","YELLOWRV01","TKYRV03","LTLTKY02","PRICECR01","CLRCRK03","WNBGORV01","POUDRERV01","DRYCR02","SKKMCHCK01","ONIONCR01","HRGVCR01","CLRCRKW01","BFFLOCR02","MDCRK01","CRANECR01","FLOYDRV01","OTTERCR01","BLUECR01","MDDLRCCN02","MDDLRCCN03","BEARCRK01","NFCTFSH01","RAVENCR01","CHSLSCR01","WNISH03","NBEARCR01","ENISH05","WFLTLSIOUX01","INDCR03","SHLRK01","SHLRK03","CHQSTCR02","BEVRCRK01","LTLSIOUX04","WLLWCR02","DEERCR01","SHLRK04","OTTRCRK03","OTTRCRK04","SQWCR04","LTLCEDAR02","RHNCR01","SENGLSH01","WNBGORV04","PRICECR02","SFIOWA03","SCHQSTCR01","WNBGORV06","MAPLERV02","DEEPCRK01","OTTRCRK01","INDCR04","FLOYDRV02","PRAIRIE01","FOURMLE03","BEARCREEK01","LNGDCKCR01","MNTGMRY01","NWLNTCR02","CEDARRV04","DRYRNCRK01","INDCR01","LTLWLNT01","CLRCRKS01","WLNTCR02","BFFLOCR01","EFDSMNS01","SBVRCRK01","TRBLSM01","SOAPCR03","UIWARV01","HOOSRCR01","BOONERV01","CLRCRK02","DRYCR01","CEDARRV03","ELKRN01","CEDARRV05","MQKTARV02","DRYCRK01","TIPTNCR02","VLGARV01","RBRTSCR01","SHLRK05","NRCCNRV03","FOURMLE02","LTLSIOUX01","WNISH02","MRGNCR01","TKYRV01","WNBGORV05","SOAPCR01","INDIAN01","MDDLRCCN01","TKYRV02","BEAVER03","WAPSI03","MQKTARV05","MILLERCRK01","SKNKRV01","BRCHFLD01","LTLCEDAR01","LIMECR01","SSKNK03","OTTRCRK02","WNBGORV02","LTLWAPSI01","HEWITTCR01","BEAR01","NFMQKTA02","WOLFCRK01","MQKTARV03","ENISH02","IOWARV01","BEVRCRK02","WALNUTCR01","MUDCR01","CDRCR01","WLLWCR01","WAPSI04","BEAVER01","SQWCR02","RAPIDTRB01","SQWCR01","WLLWCR-IC01","LTLSOAP01","WLNTCR01","COFFINSCR01","WNISH01","EBRBVRDAM01","INDCR02","WFCRKDCR01","EINDNCR01","LTLSIOUX03","NSKNK01","SFIOWA01","SLVRCR01","WLFCR01","WNBGORV03","NWLNTCR01","VLGARV02","ENISH01","LTLTKY01","NENGLSH01","WATERMAN01","CLRCRKS02","SHLRK02","KEGCR01","LTLSIOUX02","SSKNK02","DUCKCR01","SSKNK01","DSMNSRV04","NORTHRV01","NFMQKTA01","HNYCRK01","SUGARCR01","SPRNGCRK01","VLGARV03","BEAVER02","DRNGDTCH01","GRANCRK01","SPRINGCR01","LTLASHER01","COONCR01","DYECRK01","BOYERRV02","MADCRK01","FOURMLE01","CEDARCRK01","OCHYDNRV01","WAPSI02","MCHKNCK01","MQKTARV01","MUDCRK01","MQKTARV04","GRNGRCR01","BLCKHWK01","DSMNSRV02","NRCCNRV02","MSQUTOCR02","SRCCNRV01","MADCRK02","WFKLTSIOUX01","WAPSI05","BRCKCMP01","SLOUGHCR01","ROCKCR02","CLRCRK01","BEAVERCRK01","MAPLERV01","ROGERSCR01","NRCCNRV01","PRAIRIECRK01","RCCNRV01","DSMNSRV01","DSMNSRV03","LTLSIOUX05","CTFSHCR01","WLNTCRK01","ROCKCR01","WBFLOYDRV01","BOYERRV01","CAMPCR01","CEDARRV02","RAPIDCR01","GENEVACR01","MSQUTOCR01"
"171","16:00:00-05",843.22,1049.23,620.28,1189.3,1058.05,707.56,667.71,965.99,651.72,827.3,909.67,1010.58,929.47,974.94,1104.12,1141.71,965.72,1121.08,1118.5,710.39,755.94,1043.12,5101.63,776.71,202.64,955.28,983,748.17,729.24,1026.24,985.76,-9999,741.91,763.39,1123.33,1196.24,738.28,690.68,823.92,1136.21,1169.97,804.16,1173.32,1129.87,769.58,916.4,948.75,669.31,968.34,1366.11,1110.73,675.99,1053.91,976.42,1082.36,970.74,1073.24,729.08,686.31,1152.39,763.75,1125.65,666.32,1210.23,1253.19,665.33,793.26,811.01,1367.16,960.49,907.13,954.92,991.62,965.37,834.09,1096.71,844.76,698.07,897.5,739.04,862.09,701.48,1090.19,1087.17,1185.85,768.76,885.1,711.56,1077.86,711.65,737,922.63,847.43,1130.79,839.68,810.26,1084.38,777.66,749.22,1125.79,1194.42,823.97,1161.98,1017.22,726.51,758.24,1193.72,634.25,1038.76,910.1,817.12,1082.56,709.61,967,821.02,599.87,1045.96,947.7,786.78,878.11,884.14,1062.44,1089.09,932.27,928.29,921.57,1043.92,896.44,947.31,617.55,1081.16,756.51,770.53,731.86,1101.48,737.75,1002.03,888.35,750.97,872.22,NA,645.68,840.02,966.71,912.82,1106.41,730.6,660.74,885.85,1319.6,809.76,1091.46,1005.95,805.19,1110.44,825.67,846.94,917.48,936.12,691.7,1231.68,770.79,928.3,998.65,1303.03,778.34,616.06,745.38,904.54,762.99,808.13,945.86,631.53,1136.29,1084.15,1037.29,947.36,971.01,778.18,946.07,881.87,1021.47,1060.01,570.34,770.97,666.79,1357.97,665.04,715.16,795.11,816.44,904.71,605.45,552.76,887.06,932.91,1078.15,918.41,616.96,1392.1,810.94,990.33,1094.98,1137.02,698.86,974.51,1199.67,1008.11,896.83,738.97,846.06,869.29,995.57,1387.5,606.2,746.32,1026.61,1244.24,1000.68,812.36,718.7,730.51,587.66,991.69
"172","15:45:14-05",843.2,1049.26,620.3,1189.4,1058.06,707.54,667.71,965.96,651.73,827.31,909.67,1010.58,929.47,974.94,1104.11,1141.7,965.69,1121.07,1118.52,710.43,755.96,1043.13,5099.38,776.71,202.65,955.26,982.99,748.17,729.26,1026.26,985.82,1191.2,741.9,763.39,1123.39,1196.26,738.29,690.67,823.91,1136.18,1169.99,804.16,1173.31,1129.86,769.58,916.41,948.76,669.33,968.34,1366.13,1110.73,675.97,1053.9,976.41,1082.36,970.72,1073.23,729.07,686.36,1152.39,763.77,1125.67,666.29,1210.09,1253.23,665.3,793.26,811.03,1367.17,960.49,907.14,954.93,991.63,965.38,834.09,1096.72,844.78,698.14,897.53,739.05,862.05,701.51,1090.19,1087.13,1185.86,768.8,885.11,711.54,1077.87,711.63,737,922.61,847.46,1130.79,839.69,810.26,1084.38,777.67,749.19,1125.8,1194.41,823.98,1161.99,1017.2,726.49,758.25,1193.73,634.27,1038.79,910.09,817.12,1082.55,709.61,966.96,821.03,599.85,1045.95,947.69,786.78,878.09,884.13,1062.43,1089.11,932.23,928.29,921.58,1043.92,896.42,947.31,617.62,1081.15,756.5,770.53,731.84,1101.47,737.75,1002.03,888.33,750.95,872.2,NA,645.8,840.01,966.73,912.86,1106.41,730.57,660.71,885.84,1319.61,809.77,1091.46,1005.97,805.18,1110.43,825.7,846.94,917.47,936.11,691.72,1231.68,770.77,928.34,998.64,1303.02,778.35,616.06,745.38,904.55,763.03,808.14,945.85,631.52,1136.28,1084.13,1037.29,947.35,971.03,778.16,946.06,881.73,1021.5,1059.99,570.38,770.98,666.85,1357.97,665.04,715.17,795.1,816.45,904.69,605.43,552.8,887.05,932.9,1078.11,918.44,616.96,1392.08,810.93,990.33,1094.98,1136.99,698.83,974.55,1199.65,1008.11,896.84,738.97,846.07,869.35,995.59,1387.52,606.2,746.33,1026.6,1244.2,1000.73,812.3,718.77,730.51,587.69,991.73
"173","15:30:13-05",843.25,1049.29,620.25,1189.39,1058.04,707.58,667.69,965.93,651.71,827.3,909.65,1010.6,929.47,974.93,1104.11,1141.69,965.69,1121.07,1118.51,710.41,755.98,1043.12,5099.38,776.68,202.66,955.26,983.01,748.14,729.27,1026.25,985.79,-9999,741.92,763.39,1123.32,1196.22,738.27,690.46,823.89,1136.18,1170.01,804.21,1173.31,1129.93,769.61,916.39,948.73,669.32,968.37,1366.15,1110.73,675.96,1053.89,976.45,1082.36,970.73,1073.24,729.06,686.38,1152.37,763.74,1125.65,666.27,1210.23,1253.21,665.32,793.28,811.03,1367.17,960.5,907.1,954.93,991.62,965.38,834.11,1096.72,844.76,698.13,897.51,739.05,862.06,701.5,1090.21,1087.13,1185.77,768.8,885.12,711.55,1077.85,711.64,737.03,922.62,847.44,1130.79,839.67,810.25,1084.36,777.64,749.2,1125.79,1194.43,823.99,1162,1017.22,726.5,758.25,1193.74,634.29,1038.78,910.09,817.13,1082.55,709.62,967.01,821.04,599.83,1045.9,947.7,786.77,878.11,884.13,1062.43,1089.07,932.24,928.28,921.56,1043.91,896.44,947.34,617.59,1081.11,756.49,770.55,731.87,1101.46,737.75,1002.04,888.33,750.96,872.22,NA,645.75,840.02,966.73,912.85,1106.4,730.58,660.73,885.86,1319.58,809.78,1091.44,1005.99,805.18,1110.42,825.69,846.94,917.51,936.11,691.73,1231.69,770.78,928.3,998.69,1303.04,778.34,616.05,745.38,904.58,763,808.15,945.83,631.54,1136.27,1084.14,1037.28,947.37,971.03,778.17,946.1,881.64,1021.48,1059.99,570.4,771.04,666.86,1357.95,665.03,715.2,795.1,816.42,904.72,605.41,552.73,887.02,932.89,1078.13,918.42,616.95,1392.08,810.95,990.35,1094.97,1137,698.82,974.54,1199.63,1008.11,896.86,738.95,846.08,869.26,995.59,1387.51,606.19,746.32,1026.6,1244.22,1000.71,812.36,718.86,730.53,587.71,991.7
"174","15:15:12-05",843.21,1049.27,620.27,1189.34,1058.07,707.58,667.72,966,651.72,827.3,909.65,1010.58,929.48,974.97,1104.1,1141.68,965.68,1121.07,1118.51,710.4,755.95,1043.13,5101.64,776.69,202.7,955.27,982.99,748.14,729.25,1026.25,985.8,-9999,741.91,763.35,1123.31,1196.27,738.28,690.53,823.92,1136.18,1170,804.17,1173.35,1129.88,769.58,916.33,948.75,669.32,968.38,1366.14,1110.72,675.98,1053.9,976.43,1082.37,970.74,1073.22,729.07,686.37,1152.39,763.75,1125.66,666.28,1210.08,1253.22,665.31,793.28,811.05,1367.15,960.49,907.11,954.92,991.63,965.37,834.1,1096.71,844.79,698.1,897.51,739.04,862.09,701.49,1090.21,1087.14,1185.85,768.81,885.1,711.55,1077.89,711.59,737.01,922.63,847.44,1130.78,839.67,810.25,1084.36,777.66,749.2,1125.78,1194.46,823.95,1162.05,1017.22,726.51,758.26,1193.73,634.23,1038.81,910.11,817.13,1082.54,709.62,967,821.03,599.84,1045.93,947.71,786.78,878.1,884.15,1062.42,1089.07,932.22,928.28,921.57,1043.92,896.43,947.36,617.61,1081.17,756.52,770.52,731.95,1101.47,737.73,1002.02,888.35,750.95,872.23,NA,645.74,840.02,966.72,912.86,1106.42,730.58,660.7,885.87,1319.6,809.78,1091.45,1006.03,805.17,1110.43,825.7,846.94,917.51,936.14,691.73,1231.67,770.79,928.29,998.7,1303.05,778.33,616.05,745.42,904.59,763,808.14,945.87,631.57,1136.27,1084.15,1037.28,947.35,971.03,778.16,946.08,881.62,1021.51,1059.96,570.41,771.03,666.88,1357.97,665.03,715.17,795.11,816.46,904.71,605.43,552.76,887.01,932.87,1078.15,918.43,616.96,1392.08,810.94,990.35,1094.96,1137.01,698.82,974.53,1199.69,1008.1,896.83,738.98,846.12,869.24,995.59,1387.5,606.18,746.3,1026.59,1244.23,1000.73,812.34,718.97,730.49,587.7,991.77
"175","15:00:11-05",843.24,1049.27,620.29,1189.34,1058.02,707.57,667.7,965.96,651.7,827.3,909.65,1010.59,929.47,974.99,1104.12,1141.66,965.67,1121.04,1118.48,710.36,755.94,1043.11,5099.39,776.7,202.73,955.29,982.96,748.14,729.28,1026.25,985.78,-9999,741.9,763.37,1123.32,1196.24,738.26,690.54,823.92,1136.18,1169.99,804.2,1173.36,1129.89,769.57,916.35,948.74,669.33,968.36,1366.14,1110.72,675.95,1053.89,976.43,1082.36,970.76,1073.22,729.06,686.38,1152.38,763.74,1125.68,666.31,1210.23,1253.15,665.32,793.27,811,1367.16,960.5,907.13,954.91,991.63,965.36,834.12,1096.7,844.79,698.08,897.52,739.03,862.03,701.47,1090.22,1087.13,1185.84,768.83,885.11,711.54,1077.89,711.6,736.97,922.64,847.43,1130.79,839.68,810.28,1084.37,777.65,749.18,1125.78,1194.45,823.99,1162.05,1017.23,726.49,758.22,1193.74,634.26,1038.76,910.12,817.11,1082.55,709.63,966.99,821.03,599.8,1045.97,947.7,786.76,878.09,884.13,1062.43,1089.1,932.24,928.28,921.55,1043.92,896.43,947.33,617.64,1081.15,756.58,770.54,731.94,1101.46,737.73,1002.03,888.36,750.94,872.2,NA,645.79,840,966.71,912.87,1106.38,730.6,660.7,885.88,1319.59,809.8,1091.45,1006,805.17,1110.44,825.69,846.94,917.52,936.13,691.71,1231.68,770.79,928.29,998.67,1303.04,778.35,616.08,745.39,904.59,763.03,808.13,945.86,631.53,1136.28,1084.13,1037.27,947.36,971.02,778.16,946.08,881.63,1021.52,1059.97,570.47,771.06,666.84,1357.98,665.04,715.19,795.11,816.45,904.68,605.44,-9999,887.03,932.88,1078.08,918.47,616.95,1392.06,810.93,990.35,1094.96,1137.02,698.86,974.52,1199.66,1008.08,896.8,738.96,846.07,869.22,995.58,1387.51,606.19,746.32,1026.59,1244.23,1000.78,812.28,719.16,730.48,587.69,991.74
"176","14:45:09-05",843.21,1049.29,620.23,1189.32,1058.04,707.61,667.7,966,651.71,827.3,909.65,1010.6,929.48,974.96,1104.13,1141.7,965.68,1121.06,1118.52,710.38,755.97,1043.14,5099.37,776.7,202.67,955.3,982.99,748.13,729.26,1026.25,985.77,-9999,741.92,763.39,1123.33,1196.27,738.26,690.67,823.91,1136.17,1170.02,804.17,1173.32,1129.9,769.56,916.36,948.73,669.36,968.38,1366.11,1110.73,675.95,1053.88,976.43,1082.37,970.74,1073.24,729.05,686.38,1152.38,763.75,1125.68,666.34,1210.23,1253.18,665.31,793.28,811.01,1367.17,960.5,907.11,954.94,991.64,965.37,834.11,1096.75,844.79,698.08,897.52,739.06,862.01,701.48,1090.23,1087.14,1185.83,768.86,885.07,711.53,1077.89,711.57,736.99,922.61,847.45,1130.79,839.68,810.29,1084.38,777.65,749.21,1125.79,1194.44,823.98,1162.04,1017.19,726.52,758.23,1193.71,634.26,1038.81,910.12,817.09,1082.54,709.6,966.97,821.03,599.77,1045.93,947.69,786.77,878.12,884.13,1062.42,1089.05,932.23,928.28,921.54,1043.94,896.43,947.35,617.65,1081.16,756.53,770.55,731.9,1101.46,737.72,1002.03,888.35,750.94,872.19,NA,645.83,840.01,966.71,912.85,1106.43,730.58,660.69,885.9,1319.6,809.75,1091.45,1006,805.19,1110.42,825.71,846.94,917.56,936.13,691.69,1231.69,770.8,928.3,998.71,1303.04,778.35,616.06,745.41,904.53,762.98,808.08,945.84,631.54,1136.28,1084.14,1037.28,947.35,971.04,778.2,946.09,881.61,1021.5,1059.98,570.35,771.03,666.89,1357.98,665.03,715.17,795.1,816.51,904.69,605.44,-9999,887,932.87,1078.15,918.43,616.96,1392.05,810.94,990.34,1094.97,1137.03,698.85,974.5,1199.62,1008.09,896.79,738.94,846.12,869.24,995.57,1387.51,606.19,746.3,1026.63,1244.26,1000.74,812.31,719.2,730.48,587.69,991.73
"177","14:30:09-05",843.21,1049.36,620.3,1189.33,1058.01,707.55,667.69,965.99,651.71,827.28,909.63,1010.6,929.51,974.98,1104.11,1141.71,965.67,1121.04,1118.5,710.39,755.92,1043.11,5099.38,776.72,202.74,955.28,982.98,748.13,729.27,1026.25,985.76,-9999,741.91,763.35,1123.33,1196.26,738.24,690.6,823.93,1136.15,1169.99,804.16,1173.35,1129.9,769.56,916.35,948.73,669.36,968.37,1366.12,1110.71,675.96,1053.88,976.42,1082.36,970.75,1073.25,729.05,686.38,1152.38,763.73,1125.72,666.27,1210.22,1253.22,665.32,793.28,811.01,1367.18,960.49,907.09,954.94,991.64,965.35,834.13,1096.75,844.78,698.08,897.48,739.05,862.02,701.5,1090.23,1087.1,1185.84,768.84,885.09,711.55,1077.88,711.58,737,922.63,847.44,1130.79,839.66,810.27,1084.37,777.64,749.22,1125.79,1194.43,824.01,1162.02,1017.22,726.49,758.24,1193.72,634.23,1038.8,910.09,817.11,1082.55,709.62,966.99,821.03,599.79,1045.94,947.68,786.73,878.15,884.11,1062.4,1089.08,932.22,928.29,921.52,1043.92,896.41,947.36,617.65,1081.17,756.53,770.55,731.91,1101.48,737.69,1002.04,888.32,750.95,872.18,NA,645.78,840,966.71,912.85,1106.42,730.58,660.69,885.9,1319.62,809.81,1091.46,1006.01,805.18,1110.42,825.72,846.94,917.53,936.12,691.67,1231.67,770.8,928.29,998.65,1303.02,778.34,616.05,745.42,904.59,763.01,808.08,945.83,631.56,1136.28,1084.14,1037.29,947.35,971,778.18,946.09,881.64,1021.5,1059.97,570.33,771.05,666.88,1357.98,665.04,715.23,795.1,816.44,904.67,605.44,552.71,887.02,932.88,1078.13,918.33,616.97,1392.05,810.9,990.33,1094.97,1137.01,698.8,974.56,1199.6,1008.08,896.82,738.95,846.08,869.26,995.57,1387.5,606.2,746.3,1026.61,1244.27,1000.74,812.34,719.39,730.47,587.7,991.73
"178","14:15:07-05",843.2,1049.31,620.33,1189.36,1058.09,707.51,667.71,965.96,651.68,827.28,909.62,1010.6,929.47,974.96,1104.12,1141.7,965.68,1121.04,1118.51,710.37,755.99,1043.09,5099.39,776.7,202.81,955.26,982.99,748.14,729.25,1026.3,985.75,-9999,741.93,763.42,1123.34,1196.26,738.2,690.6,823.92,1136.16,1170.01,804.13,1173.36,1129.89,769.54,916.36,948.72,669.38,968.38,1366.1,1110.72,675.96,1053.9,976.44,1082.35,970.74,1073.26,729.05,686.39,1152.36,763.73,1125.69,666.28,1210.23,1253.23,665.3,793.28,811.01,1367.2,960.5,907.1,954.92,991.66,965.37,834.13,1096.71,844.8,698.04,897.48,739.06,862.09,701.49,1090.24,1087.1,1185.91,768.86,885.09,711.53,1077.93,711.56,736.97,922.6,847.43,1130.8,839.65,810.28,1084.37,777.65,749.19,1125.78,1194.43,823.99,1162.01,1017.28,726.5,758.24,1193.73,634.26,1038.82,910.11,817.12,1082.55,709.62,966.99,821.02,599.85,1045.93,947.68,786.76,878.13,884.12,1062.4,1089.08,932.21,928.29,921.54,1043.92,896.42,947.37,617.66,1081.13,756.51,770.54,731.9,1101.47,737.71,1002.04,888.37,750.93,872.17,NA,645.8,840,966.7,912.85,1106.41,730.59,660.66,885.88,1319.62,809.82,1091.45,1005.97,805.18,1110.42,825.74,846.94,917.55,936.11,691.64,1231.68,770.79,928.28,998.67,1303.01,778.34,616.03,745.4,904.61,763.03,808.1,945.85,631.53,1136.28,1084.14,1037.28,947.34,971.03,778.19,946.08,881.63,1021.5,1059.94,570.3,771.09,666.8,1357.97,665.03,715.2,795.12,816.5,904.68,605.43,552.71,887.01,932.9,1078.18,918.38,616.97,1392.03,810.9,990.34,1094.97,1137.05,698.83,974.55,1199.66,1008.07,896.8,738.94,846.14,869.27,995.57,1387.51,606.21,746.32,1026.59,1244.25,1000.75,812.34,719.6,730.47,587.69,991.79
"179","14:00:00-05",843.21,1049.36,620.33,1189.36,1058.04,707.51,667.74,966.01,651.7,827.28,909.64,1010.6,929.48,974.97,1104.16,1141.69,965.68,1121.04,1118.51,710.36,755.97,1043.1,5099.39,776.7,202.79,955.26,982.98,748.13,729.25,1026.24,985.77,-9999,741.94,763.38,1123.31,1196.24,738.26,690.67,823.95,1136.16,1170.02,804.14,1173.34,1129.88,769.56,916.34,948.7,669.34,968.33,1366.14,1110.78,675.94,1053.9,976.43,1082.36,970.74,1073.25,729.04,686.35,1152.37,763.73,1125.69,666.23,1210.16,1253.21,665.3,793.28,810.99,1367.18,960.49,907.09,954.91,991.65,965.36,834.12,1096.71,844.8,698.1,897.49,739.04,862.06,701.48,1090.26,1087.11,1185.82,768.85,885.09,711.54,1077.91,711.58,737.03,922.59,847.45,1130.8,839.64,810.28,1084.39,777.64,749.2,1125.79,1194.46,823.97,1162,1017.24,726.49,758.24,1193.72,634.22,1038.82,910.12,817.1,1082.55,709.61,966.99,821.01,599.81,1045.92,947.68,786.75,878.12,884.11,1062.39,1089.08,932.23,928.28,921.53,1043.93,896.39,947.39,617.66,1081.14,756.55,770.58,731.91,1101.45,737.7,1002.03,888.4,750.94,872.19,NA,645.77,839.99,966.7,912.84,1106.39,730.58,660.7,885.92,1319.61,809.78,1091.45,1006.06,805.18,1110.41,825.71,846.94,917.53,936.12,691.66,1231.69,770.8,928.27,998.72,1303,778.34,616.04,745.41,904.61,762.99,808.08,945.84,631.52,1136.28,1084.14,1037.29,947.36,971.01,778.16,946.1,881.64,1021.5,1059.93,570.35,771.03,666.87,1357.96,665.04,715.21,795.09,816.48,904.68,605.45,552.71,887.03,932.86,1078.18,918.37,616.98,1392.04,810.9,990.34,1094.97,1137.03,698.81,974.55,1199.65,1008.06,896.79,738.93,846.14,869.22,995.63,1387.49,606.19,746.3,1026.59,1244.24,1000.75,812.34,719.73,730.47,587.69,991.78
"180","13:45:13-05",843.22,1049.29,620.31,1189.34,1058.05,707.56,667.71,965.97,651.69,827.26,909.64,1010.59,929.48,974.98,1104.12,1141.7,965.68,1121.04,1118.49,710.39,755.95,1043.1,5099.4,776.68,202.84,955.23,982.96,748.14,729.27,1026.24,985.76,-9999,741.92,763.4,1123.38,1196.24,738.24,690.6,823.92,1136.15,1170.01,804.17,1173.33,1129.87,769.55,916.35,948.72,669.36,968.36,1366.1,1110.72,675.92,1053.88,976.44,1082.34,970.77,1073.24,729.04,686.37,1152.38,763.74,1125.69,666.26,1210.13,1253.17,665.29,793.29,810.98,1367.18,960.52,907.1,954.9,991.64,965.35,834.14,1096.73,844.79,698.11,897.46,739.05,862.05,701.5,1090.26,1087.08,1185.84,768.84,885.12,711.53,1077.92,711.57,737.01,922.62,847.44,1130.79,839.6,810.27,1084.36,777.65,749.18,1125.79,1194.45,823.97,1162.02,1017.26,726.49,758.24,1193.7,634.19,1038.82,910.12,817.11,1082.55,709.62,966.94,821.03,599.79,1045.93,947.7,786.77,878.12,884.13,1062.4,1089.07,932.24,928.29,921.56,1043.91,896.4,947.41,617.65,1081.15,756.54,770.57,731.92,1101.46,737.7,1002.05,888.38,750.94,872.16,NA,645.77,839.99,966.7,912.89,1106.42,730.58,660.71,885.89,1319.62,809.8,1091.45,1006.02,805.19,1110.42,825.73,846.94,917.55,936.13,691.66,1231.67,770.8,928.29,998.72,1303.02,778.33,616.05,745.41,904.61,762.99,808.13,945.81,631.56,1136.27,1084.13,1037.29,947.36,971,778.15,946.07,881.63,1021.5,1059.97,570.34,771.07,666.81,1357.96,665.05,715.16,795.11,816.48,904.69,605.44,552.71,887.01,932.88,1078.2,918.38,616.95,1392.01,810.9,990.32,1094.97,1137,698.78,974.56,1199.68,1008.08,896.84,738.91,846.13,869.22,995.57,1387.52,606.17,746.31,1026.59,1244.22,1000.73,812.33,719.87,730.47,587.69,991.72
"181","13:30:13-05",843.2,1049.29,620.32,1189.37,1058.12,707.51,667.71,966.02,651.7,827.26,909.65,1010.61,929.47,974.96,1104.14,1141.71,965.68,1121.03,1118.49,710.35,755.96,1043.09,5101.64,776.67,202.88,955.25,982.95,748.12,729.26,1026.28,985.75,-9999,741.93,763.41,1123.34,1196.28,738.24,690.46,823.92,1136.14,1169.97,804.19,1173.31,1129.85,769.51,916.35,948.75,669.35,968.34,1366.12,1110.73,675.93,1053.9,976.44,1082.37,970.73,1073.24,729.04,686.44,1152.37,763.72,1125.69,666.23,1209.77,1253.15,665.28,793.29,811.01,1367.18,960.5,907.11,954.9,991.65,965.33,834.13,1096.73,844.78,698.07,897.48,739.04,862.05,701.49,1090.24,1087.08,1185.84,768.85,885.09,711.52,1077.93,711.58,736.98,922.62,847.43,1130.8,839.66,810.28,1084.38,777.62,749.23,1125.78,1194.45,823.97,1162.04,1017.25,726.49,758.24,1193.71,634.19,1038.81,910.16,817.09,1082.55,709.6,966.97,821.02,599.76,1045.95,947.68,786.77,878.09,884.1,1062.4,1089.08,932.23,928.27,921.56,1043.92,896.41,947.37,617.67,1081.12,756.5,770.56,731.87,1101.46,737.7,1002.03,888.38,750.95,872.17,NA,645.77,840,966.72,912.86,1106.42,730.58,660.68,885.93,1319.62,809.77,1091.44,1006.03,805.2,1110.4,825.73,846.94,917.51,936.1,691.64,1231.67,770.8,928.28,998.71,1302.98,778.33,616.02,745.39,904.6,762.98,808.12,945.83,631.54,1136.28,1084.13,1037.29,947.37,971.02,778.21,946.11,881.63,1021.51,1059.96,570.38,771.11,666.87,1357.96,665.04,715.19,795.13,816.5,904.68,605.44,552.71,887.04,932.86,1078.21,918.41,616.99,1392.01,810.91,990.33,1094.97,1137.02,698.77,974.54,1199.63,1008.07,896.84,738.92,846.12,869.19,995.61,1387.5,606.16,746.33,1026.58,1244.21,1000.77,812.33,719.88,730.47,587.71,991.74
"182","13:15:12-05",843.2,1049.28,620.38,1189.35,1058.07,707.51,667.7,966.01,651.7,827.24,909.63,1010.58,929.47,974.96,1104.14,1141.71,965.71,1121.03,1118.5,710.32,755.93,1043.14,5099.39,776.66,202.91,955.22,982.97,748.1,729.28,1026.27,985.74,-9999,741.97,763.38,1123.36,1196.3,738.24,690.57,823.92,1136.13,1170.02,804.19,1173.35,1129.87,769.52,916.39,948.73,669.35,968.35,1366.09,1110.72,675.95,1053.92,976.43,1082.36,970.73,1073.24,729.06,686.36,1152.36,763.74,1125.67,666.2,1209.89,1253.2,665.3,793.29,810.97,1367.15,960.52,907.11,954.92,991.65,965.34,834.13,1096.76,844.77,698.09,897.46,739.06,862.04,701.48,1090.25,1087.08,1185.87,768.88,885.1,711.51,1077.91,711.55,736.97,922.62,847.45,1130.79,839.65,810.3,1084.37,777.59,749.21,1125.79,1194.45,823.98,1162.05,1017.23,726.49,758.25,1193.74,634.15,1038.83,910.16,817.12,1082.55,709.61,966.99,821.02,599.74,1045.98,947.68,786.79,878.09,884.12,1062.39,1089.08,932.24,928.27,921.54,1043.89,896.41,947.36,617.65,1081.14,756.48,770.55,731.88,1101.47,737.71,1002.04,888.4,750.96,872.15,NA,645.81,839.98,966.7,912.88,1106.4,730.59,660.65,885.9,1319.6,809.81,1091.45,1006.05,805.2,1110.4,825.71,846.94,917.57,936.11,691.61,1231.69,770.81,928.26,998.73,1302.97,778.31,616.04,745.4,904.62,762.98,808.09,945.86,631.57,1136.28,1084.13,1037.29,947.35,971.01,778.17,946.08,881.63,1021.51,1059.95,570.38,771.08,666.83,1357.98,665.08,715.19,795.1,816.48,904.7,605.43,552.71,887.01,932.86,1078.18,918.41,616.96,1391.99,810.88,990.33,1094.96,1137.03,698.78,974.54,1199.6,1008.07,896.8,738.91,846.1,869.22,995.6,1387.48,606.14,746.34,1026.56,1244.22,1000.78,812.32,719.85,730.47,587.7,991.74
