Times,DRYCRK02,ENISH04,CHQSTCR01,BRSHYCR01,INDIAN02,SOAPCR02,HONEYCR01,ENDWY01,RLSTNCR01,BNNTTCR01,BVRCR01,TIPTNCR01,SQWCR03,SSKNK04,LAKECR01,CRANECR02,YELLOWRV01,TKYRV03,LTLTKY02,PRICECR01,CLRCRK03,WNBGORV01,POUDRERV01,DRYCR02,SKKMCHCK01,ONIONCR01,HRGVCR01,CLRCRKW01,BFFLOCR02,MDCRK01,CRANECR01,OTTERCR01,BLUECR01,MDDLRCCN02,MDDLRCCN03,BEARCRK01,NFCTFSH01,RAVENCR01,CHSLSCR01,WNISH03,NBEARCR01,ENISH05,WFLTLSIOUX01,INDCR03,SHLRK01,SHLRK03,CHQSTCR02,BEVRCRK01,LTLSIOUX04,WLLWCR02,DEERCR01,SHLRK04,OTTRCRK03,OTTRCRK04,SQWCR04,LTLCEDAR02,RHNCR01,SENGLSH01,WNBGORV04,PRICECR02,SFIOWA03,SCHQSTCR01,WNBGORV06,MAPLERV02,DEEPCRK01,OTTRCRK01,INDCR04,FLOYDRV02,PRAIRIE01,FOURMLE03,BEARCREEK01,LNGDCKCR01,MNTGMRY01,NWLNTCR02,CEDARRV04,DRYRNCRK01,INDCR01,LTLWLNT01,CLRCRKS01,WLNTCR02,BFFLOCR01,EFDSMNS01,SBVRCRK01,TRBLSM01,SOAPCR03,UIWARV01,HOOSRCR01,BOONERV01,CLRCRK02,DRYCR01,CEDARRV03,ELKRN01,CEDARRV05,MQKTARV02,DRYCRK01,TIPTNCR02,VLGARV01,RBRTSCR01,SHLRK05,NRCCNRV03,FOURMLE02,LTLSIOUX01,WNISH02,MRGNCR01,TKYRV01,WNBGORV05,SOAPCR01,INDIAN01,MDDLRCCN01,TKYRV02,BEAVER03,WAPSI03,MQKTARV05,MILLERCRK01,SKNKRV01,BRCHFLD01,LTLCEDAR01,LIMECR01,SSKNK03,OTTRCRK02,WNBGORV02,LTLWAPSI01,HEWITTCR01,BEAR01,NFMQKTA02,WOLFCRK01,MQKTARV03,ENISH02,IOWARV01,BEVRCRK02,WALNUTCR01,MUDCR01,CDRCR01,WLLWCR01,WAPSI04,BEAVER01,SQWCR02,RAPIDTRB01,SQWCR01,WLLWCR-IC01,LTLSOAP01,WLNTCR01,COFFINSCR01,WNISH01,EBRBVRDAM01,INDCR02,WFCRKDCR01,EINDNCR01,LTLSIOUX03,NSKNK01,SFIOWA01,SLVRCR01,WLFCR01,WNBGORV03,NWLNTCR01,VLGARV02,ENISH01,LTLTKY01,NENGLSH01,WATERMAN01,CLRCRKS02,SHLRK02,KEGCR01,LTLSIOUX02,SSKNK02,DUCKCR01,SSKNK01,DSMNSRV04,NORTHRV01,NFMQKTA01,HNYCRK01,SUGARCR01,SPRNGCRK01,VLGARV03,BEAVER02,DRNGDTCH01,GRANCRK01,SPRINGCR01,LTLASHER01,COONCR01,DYECRK01,BOYERRV02,MADCRK01,FOURMLE01,CEDARCRK01,OCHYDNRV01,WAPSI02,MCHKNCK01,MQKTARV01,MUDCRK01,MQKTARV04,GRNGRCR01,DSMNSRV02,NRCCNRV02,MSQUTOCR02,SRCCNRV01,MADCRK02,WFKLTSIOUX01,WAPSI05,BRCKCMP01,SLOUGHCR01,ROCKCR02,CLRCRK01,BEAVERCRK01,MAPLERV01,ROGERSCR01,NRCCNRV01,PRAIRIECRK01,RCCNRV01,DSMNSRV01,DSMNSRV03,LTLSIOUX05,CTFSHCR01,WLNTCRK01,ROCKCR01,WBFLOYDRV01,BOYERRV01,CAMPCR01,CEDARRV02,RAPIDCR01,GENEVACR01,MSQUTOCR01
01:30:13-05,843.38,1049.36,620.29,1189.39,1057.98,707.59,667.72,966.04,651.7,827.29,909.93,1010.69,929.56,975.14,1104.22,1141.81,965.67,1121.11,1118.52,710.37,756.19,1043.48,5099.44,776.69,199.51,955.27,983.34,748.32,729.26,1026.16,985.87,742.01,763.34,1123.35,1196.25,738.36,690.84,823.97,1136.04,1169.98,804.28,1173.4,1129.92,769.68,916.8,949.17,669.38,968.34,1366.74,1110.82,675.95,1054.16,976.45,1082.38,970.79,1073.31,729.04,686.43,1152.66,763.73,1126.19,666.28,1206.8,1253.23,665.33,793.31,811.11,1367.27,960.59,907.22,954.99,991.71,965.31,834.1,1096.79,844.79,698.27,897.46,738.78,862.12,701.52,1092.31,1087.2,1185.85,768.85,885.13,711.54,1078.64,711.51,737.05,922.76,847.52,1130.89,839.79,810.37,1084.47,777.81,749.25,1125.97,1194.65,824.06,1163.11,1017.24,726.54,758.42,1194.01,634.27,1038.8,910.18,817.25,1082.64,710.3,967.09,821.05,600.36,1045.8,947.84,786.89,878.38,884.21,1062.68,1089.11,932.25,928.3,921.59,1043.92,896.39,947.45,618.46,1081.19,756.55,770.6,731.96,1101.58,738.64,1002.02,888.46,750.98,872.33,0,645.66,840.07,966.78,912.96,1106.29,730.67,660.85,885.98,1320.25,809.89,1091.98,1005.99,805.41,1110.78,825.72,847.22,917.58,936.22,691.72,1231.78,770.85,928.78,998.69,1303.57,778.51,616.11,745.64,905.66,764.08,808.17,945.88,631.55,1136.16,1084.08,1037.23,947.41,971,778.1,946.09,881.75,1021.54,1059.99,570.5,772.2,667.11,1358.16,665.9,715.22,795.27,816.49,904.88,605.45,888.16,933.17,1078.18,918.4,616.95,1392.27,811.43,990.34,1094.98,1137.05,698.87,974.65,1199.78,1008.1,897.18,738.96,846.43,870.4,996.41,1387.86,606.2,746.43,1026.68,1244.26,1000.87,812.31,718.24,730.54,587.67,991.73
01:15:12-05,843.4,1049.34,620.3,1189.37,1057.97,707.58,667.71,966.06,651.7,827.28,909.92,1010.69,929.57,975.14,1104.24,1141.8,965.68,1121.12,1118.5,710.35,756.19,1043.49,5099.43,776.69,199.52,955.28,983.35,748.27,729.25,1026.19,985.88,742.01,763.36,1123.36,1196.25,738.37,690.76,823.95,1136.09,1169.98,804.28,1173.42,1129.9,769.68,916.8,949.18,669.37,968.36,1366.76,1110.81,675.95,1054.16,976.44,1082.39,970.8,1073.33,729.09,686.43,1152.66,763.75,1126.19,666.32,1209.76,1253.24,665.33,793.31,811.1,1367.26,960.58,907.22,954.99,991.71,965.38,834.07,1096.81,844.8,698.26,897.47,738.79,862.12,701.5,1092.32,1087.2,1185.85,768.85,885.13,711.54,1078.63,711.52,737.07,922.77,847.51,1130.9,839.77,810.36,1084.47,777.82,749.27,1125.98,1194.65,824.06,1163.12,1017.25,726.53,758.42,1194.02,634.28,1038.81,910.18,817.25,1082.62,710.31,967.09,821.06,600.35,1045.81,947.81,786.89,878.37,884.21,1062.71,1089.11,932.24,928.29,921.58,1043.93,896.41,947.44,618.47,1081.2,756.57,770.61,731.96,1101.57,738.64,1002.03,888.46,750.98,872.35,0,645.66,840.07,966.79,912.96,1105.92,730.67,660.84,885.97,1320.27,809.89,1091.98,1006.02,805.41,1110.79,825.72,847.25,917.6,936.22,691.72,1231.78,770.84,928.78,998.67,1303.58,778.5,616.1,745.65,905.65,764.09,808.18,945.89,631.55,1136.17,1084.13,1037.26,947.41,971.05,778.09,946.1,881.74,1021.54,1060,570.51,772.17,667.08,1358.14,665.89,715.23,795.29,816.49,904.89,605.45,888.15,933.17,1078.21,918.38,616.94,1392.29,811.46,990.33,1094.98,1137.05,698.88,974.65,1199.77,1008.11,897.2,738.98,846.43,870.41,996.41,1387.86,606.2,746.44,1026.68,1244.26,1000.88,812.35,718.2,730.55,587.68,991.72
01:00:11-05,843.39,1049.34,620.29,1189.39,1057.95,707.59,667.71,966.07,651.7,827.25,909.92,1010.69,929.57,975.13,1104.23,1141.8,965.68,1121.12,1118.51,710.36,756.19,1043.49,5099.44,776.69,199.51,955.28,983.35,748.21,729.26,1026.15,985.86,742,763.39,1123.38,1196.26,738.35,690.84,823.96,1136.12,1169.99,804.28,1173.42,1129.91,769.7,916.8,949.18,669.36,968.36,1366.76,1110.81,675.94,1054.16,976.46,1082.41,970.79,1073.32,729.17,686.44,1152.67,763.74,1126.19,666.28,1208.27,1253.25,665.32,793.31,811.1,1367.27,960.56,907.22,954.99,991.71,965.4,834.08,1096.81,844.78,698.25,897.44,738.81,862.14,701.49,1092.32,1087.21,1185.85,768.85,885.13,711.54,1078.63,711.54,737.07,922.77,847.53,1130.91,839.78,810.36,1084.47,777.82,749.27,1125.97,1194.64,824.06,1163.13,1017.26,726.53,758.42,1194.02,634.27,1038.82,910.17,817.24,1082.61,710.3,967.09,821.05,600.35,1045.79,947.81,786.89,878.38,884.2,1062.7,1089.12,932.24,928.31,921.59,1043.93,896.41,947.46,618.47,1081.21,756.6,770.6,731.96,1101.58,738.65,1002.02,888.44,750.98,872.31,0,645.63,840.07,966.79,912.95,1105.92,730.66,660.84,885.98,1320.26,809.91,1091.99,1006.04,805.4,1110.78,825.72,847.24,917.58,936.21,691.72,1231.78,770.84,928.78,998.69,1303.58,778.5,616.1,745.64,905.67,764.09,808.18,945.89,631.55,1136.18,1084.16,1037.29,947.39,971.06,778.08,946.1,881.75,1021.54,1060,570.48,772.2,667.1,1358.15,665.89,715.25,795.3,816.49,904.88,605.46,888.17,933.17,1078.16,918.35,616.95,1392.29,811.44,990.34,1094.98,1137.04,698.88,974.66,1199.74,1008.1,897.19,738.97,846.42,870.42,996.39,1387.86,606.2,746.45,1026.68,1244.26,1000.88,812.36,718.26,730.55,587.68,991.72
00:45:11-05,843.4,1049.29,620.29,1189.39,1057.96,707.59,667.71,966.06,651.71,827.25,909.92,1010.7,929.57,975.14,1104.22,1141.8,965.69,1121.11,1118.52,710.35,756.19,1043.47,5099.44,776.69,199.5,955.29,983.35,748.12,729.27,1026.18,985.88,742.02,763.39,1123.38,1196.27,738.37,690.67,823.96,1136.19,1170.02,804.29,1173.42,1129.91,769.67,916.81,949.2,669.37,968.36,1366.76,1110.8,675.94,1054.17,976.46,1082.41,970.8,1073.33,729.23,686.44,1152.68,763.74,1126.18,666.3,1209.77,1253.24,665.32,793.3,811.11,1367.26,960.56,907.22,954.99,991.7,965.39,834.09,1096.79,844.77,698.26,897.47,738.85,862.16,701.47,1092.33,1087.21,1185.89,768.85,885.15,711.54,1078.64,711.55,737.06,922.77,847.52,1130.92,839.79,810.36,1084.46,777.81,749.27,1125.98,1194.65,824.06,1163.14,1017.26,726.52,758.43,1194.03,634.27,1038.82,910.15,817.23,1082.62,710.3,967.09,821.05,600.35,1045.8,947.83,786.89,878.36,884.23,1062.7,1089.11,932.24,928.3,921.58,1043.94,896.41,947.46,618.46,1081.2,756.66,770.61,731.95,1101.57,738.66,1002.02,888.45,750.98,872.33,0,645.61,840.08,966.79,912.93,1105.92,730.67,660.84,885.98,1320.28,809.9,1091.99,1006.04,805.41,1110.79,825.72,847.17,917.6,936.24,691.72,1231.77,770.81,928.79,998.68,1303.58,778.5,616.1,745.64,905.66,764.09,808.19,945.9,631.55,1136.17,1084.19,1037.29,947.4,971.07,778.12,946.09,881.75,1021.54,1059.99,570.51,772.19,667.11,1358.16,665.91,715.25,795.3,816.48,904.89,605.45,888.16,933.16,1078.17,918.35,616.95,1392.29,811.47,990.35,1094.98,1137.04,698.88,974.67,1199.73,1008.1,897.2,738.97,846.43,870.4,996.44,1387.88,606.2,746.44,1026.69,1244.26,1000.9,812.3,718.23,730.55,587.67,991.71
00:30:10-05,843.4,1049.31,620.29,1189.39,1057.94,707.59,667.71,966.06,651.71,827.3,909.92,1010.71,929.57,975.14,1104.22,1141.81,965.68,1121.13,1118.54,710.36,756.18,1043.49,5099.43,776.69,199.52,955.28,983.35,748.07,729.26,1026.18,985.87,742.02,763.36,1123.38,1196.27,738.36,690.82,823.96,1136.2,1170,804.29,1173.42,1129.91,769.69,916.82,949.18,669.37,968.35,1366.77,1110.8,675.94,1054.18,976.47,1082.4,970.81,1073.32,729.24,686.44,1152.67,763.74,1126.2,666.28,1205.31,1253.24,665.34,793.3,811.11,1367.27,960.57,907.19,955,991.71,965.39,834.1,1096.79,844.78,698.26,897.46,738.89,862.16,701.45,1092.34,1087.2,1185.88,768.86,885.12,711.54,1078.64,711.57,737.07,922.76,847.51,1130.91,839.78,810.36,1084.47,777.82,749.26,1125.99,1194.66,824.06,1163.13,1017.25,726.5,758.42,1194.03,634.28,1038.8,910.16,817.24,1082.63,710.3,967.1,821.05,600.35,1045.81,947.83,786.89,878.37,884.22,1062.7,1089.12,932.25,928.3,921.59,1043.94,896.42,947.46,618.46,1081.18,756.66,770.6,731.95,1101.58,738.65,1002.02,888.45,750.98,872.32,0,645.62,840.08,966.79,912.94,1105.92,730.68,660.84,885.97,1320.27,809.91,1092,1005.98,805.41,1110.78,825.71,847.16,917.6,936.24,691.71,1231.77,770.8,928.79,998.68,1303.58,778.52,616.11,745.65,905.67,764.08,808.16,945.89,631.55,1136.16,1084.2,1037.31,947.41,971.07,778.14,946.09,881.74,1021.56,1059.99,570.47,772.18,667.08,1358.16,665.9,715.23,795.3,816.48,904.9,605.45,888.17,933.17,1078.17,918.34,616.95,1392.29,811.44,990.34,1094.98,1137.05,698.89,974.65,1199.75,1008.1,897.18,738.96,846.43,870.41,996.42,1387.88,606.21,746.42,1026.7,1244.28,1000.9,812.31,718.23,730.55,587.67,991.72
00:15:09-05,843.4,1049.34,620.29,1189.36,1057.95,707.6,667.71,966.06,651.72,827.32,909.91,1010.7,929.58,975.14,1104.22,1141.81,965.69,1121.11,1118.51,710.37,756.17,1043.49,5099.45,776.7,199.53,955.29,983.37,748.07,729.25,1026.15,985.87,742,763.39,1123.37,1196.26,738.36,690.84,823.95,1136.21,1169.98,804.28,1173.41,1129.92,769.66,916.82,949.18,669.38,968.35,1366.77,1110.81,675.95,1054.17,976.47,1082.4,970.81,1073.32,729.22,686.44,1152.68,763.73,1126.2,666.38,1209.79,1253.25,665.33,793.3,811.1,1367.26,960.56,907.19,955,991.72,965.4,834.08,1096.78,844.77,698.27,897.45,738.92,862.15,701.5,1092.34,1087.2,1185.85,768.86,885.14,711.53,1078.64,711.61,737.06,922.78,847.52,1130.91,839.78,810.36,1084.47,777.82,749.26,1125.96,1194.65,824.06,1163.13,1017.25,726.52,758.43,1194.03,634.28,1038.8,910.16,817.24,1082.68,710.31,967.08,821.06,600.35,1045.79,947.82,786.89,878.36,884.22,1062.7,1089.12,932.24,928.31,921.59,1043.93,896.41,947.46,618.45,1081.21,756.63,770.61,731.97,1101.57,738.66,1002.02,888.44,750.99,872.31,0,645.62,840.07,966.79,912.95,1105.93,730.68,660.84,885.98,1320.28,809.9,1092.01,1006.02,805.42,1110.79,825.71,847.2,917.59,936.24,691.72,1231.78,770.79,928.79,998.68,1303.58,778.51,616.09,745.66,905.67,764.08,808.17,945.89,631.55,1136.17,1084.21,1037.29,947.41,971.08,778.14,946.09,881.74,1021.54,1060,570.48,772.18,667.08,1358.16,665.91,715.24,795.3,816.49,904.9,605.45,888.16,933.17,1078.16,918.34,616.96,1392.28,811.47,990.35,1094.97,1137.05,698.88,974.65,1199.72,1008.11,897.22,738.98,846.43,870.42,996.42,1387.89,606.2,746.43,1026.67,1244.27,1000.88,812.31,718.25,730.55,587.67,991.72
00:00:08-05,843.41,1049.32,620.3,1189.37,1057.96,707.58,667.72,966.06,651.71,827.31,909.92,1010.7,929.57,975.15,1104.23,1141.81,965.7,1121.12,1118.54,710.37,756.15,1043.48,5099.44,776.69,199.52,955.27,983.37,748.07,729.25,1026.16,985.88,742.02,763.35,1123.39,1196.27,738.36,690.84,823.96,1136.22,1169.99,804.27,1173.38,1129.91,769.67,916.82,949.2,669.38,968.38,1366.77,1110.8,675.94,1054.17,976.46,1082.41,970.81,1073.31,729.19,686.44,1152.68,763.73,1126.2,666.29,1209.8,1253.24,665.33,793.3,811.11,1367.24,960.55,907.19,955,991.72,965.4,834.08,1096.78,844.78,698.25,897.46,738.96,862.14,701.5,1092.36,1087.22,1185.84,768.85,885.14,711.54,1078.64,711.55,737.06,922.78,847.52,1130.92,839.77,810.39,1084.47,777.81,749.25,1125.98,1194.63,824.06,1163.16,1017.24,726.54,758.43,1194.03,634.28,1038.81,910.16,817.24,1082.72,710.31,967.08,821.05,600.37,1045.8,947.81,786.88,878.37,884.2,1062.72,1089.13,932.25,928.31,921.59,1043.92,896.41,947.47,618.46,1081.21,756.64,770.61,731.96,1101.58,738.66,1002.02,888.46,750.99,872.33,0,645.66,840.07,966.8,912.94,1105.94,730.67,660.85,885.96,1320.28,809.9,1092.01,1006.01,805.4,1110.79,825.71,847.16,917.59,936.22,691.72,1231.78,770.83,928.78,998.66,1303.59,778.53,616.11,745.66,905.67,764.08,808.19,945.88,631.55,1136.17,1084.2,1037.29,947.41,971.08,778.15,946.09,881.75,1021.55,1059.99,570.5,772.18,667.1,1358.17,665.94,715.24,795.29,816.49,904.9,605.45,888.18,933.18,1078.16,918.35,616.96,1392.3,811.44,990.34,1094.98,1137.05,698.89,974.66,1199.76,1008.11,897.19,738.96,846.42,870.4,996.45,1387.89,606.19,746.45,1026.68,1244.27,1000.88,812.28,718.2,730.55,587.67,991.72
23:45:08-05,843.41,1049.34,620.3,1189.36,1057.96,707.59,667.71,966.06,651.7,827.32,909.93,1010.69,929.57,975.13,1104.22,1141.81,965.69,1121.11,1118.53,710.37,756.11,1043.49,5099.44,776.68,199.51,955.29,983.37,748.07,729.25,1026.15,985.87,742.02,763.36,1123.42,1196.28,738.34,690.75,823.95,1136.22,1169.97,804.28,1173.39,1129.91,769.68,916.81,949.21,669.37,968.37,1366.77,1110.82,675.95,1054.17,976.49,1082.41,970.81,1073.32,729.15,686.45,1152.68,763.74,1126.21,666.31,1209.8,1253.25,665.32,793.31,811.11,1367.25,960.55,907.22,954.99,991.71,965.39,834.1,1096.78,844.77,698.26,897.45,738.99,862.14,701.52,1092.36,1087.21,1185.84,768.86,885.13,711.54,1078.65,711.57,737.07,922.78,847.53,1130.92,839.79,810.37,1084.47,777.82,749.26,1125.97,1194.63,824.07,1163.16,1017.24,726.53,758.42,1194.04,634.28,1038.78,910.15,817.24,1082.74,710.31,967.07,821.05,600.36,1045.81,947.83,786.89,878.36,884.22,1062.7,1089.13,932.25,928.3,921.59,1043.92,896.41,947.47,618.46,1081.2,756.65,770.6,731.96,1101.58,738.66,1002.02,888.47,750.99,872.32,0,645.62,840.07,966.79,912.96,1105.97,730.67,660.85,885.97,1320.29,809.91,1092.01,1005.98,805.41,1110.8,825.74,847.16,917.61,936.24,691.72,1231.77,770.8,928.79,998.67,1303.6,778.52,616.11,745.66,905.66,764.08,808.19,945.9,631.55,1136.16,1084.21,1037.29,947.41,971.08,778.15,946.09,881.74,1021.54,1060,570.5,772.2,667.09,1358.17,665.93,715.25,795.31,816.48,904.91,605.45,888.17,933.17,1078.16,918.34,616.96,1392.32,811.47,990.34,1094.99,1137.05,698.89,974.65,1199.72,1008.11,897.22,738.96,846.43,870.43,996.43,1387.9,606.21,746.44,1026.67,1244.27,1000.89,812.29,718.23,730.54,587.68,991.72
23:30:07-05,843.4,1049.33,620.29,1189.36,1057.97,707.58,667.72,966.05,651.71,827.32,909.93,1010.7,929.57,975.16,1104.2,1141.82,965.7,1121.13,1118.53,710.37,756.07,1043.5,5099.44,776.69,199.5,955.31,983.38,748.05,729.26,1026.17,985.88,742.01,763.38,1123.4,1196.26,738.35,690.41,823.95,1136.22,1169.99,804.26,1173.39,1129.9,769.68,916.83,949.21,669.37,968.36,1366.77,1110.8,675.95,1054.17,976.48,1082.4,970.82,1073.3,729.09,686.46,1152.69,763.74,1126.21,666.3,1208.33,1253.24,665.35,793.31,811.11,1367.27,960.55,907.22,954.99,991.71,965.39,834.09,1096.79,844.79,698.26,897.43,739.02,862.14,701.52,1092.37,1087.22,1185.84,768.86,885.12,711.54,1078.65,711.57,737.05,922.78,847.53,1130.92,839.77,810.38,1084.47,777.82,749.27,1125.98,1194.63,824.07,1163.15,1017.22,726.53,758.42,1194.05,634.29,1038.77,910.18,817.25,1082.76,710.3,967.07,821.05,600.36,1045.8,947.83,786.9,878.39,884.21,1062.72,1089.14,932.24,928.31,921.6,1043.91,896.4,947.48,618.46,1081.2,756.66,770.59,731.97,1101.57,738.68,1002.02,888.44,750.99,872.32,0,645.62,840.07,966.79,912.96,1106,730.67,660.84,885.97,1320.3,809.9,1092.02,1006.02,805.42,1110.8,825.72,847.2,917.61,936.25,691.74,1231.78,770.81,928.79,998.65,1303.6,778.51,616.09,745.66,905.68,764.07,808.18,945.89,631.55,1136.16,1084.21,1037.3,947.41,971.07,778.16,946.08,881.75,1021.56,1060,570.53,772.19,667.09,1358.16,665.94,715.25,795.3,816.49,904.91,605.45,888.18,933.17,1078.14,918.35,616.97,1392.3,811.46,990.33,1094.99,1137.05,698.89,974.65,1199.79,1008.11,897.22,738.96,846.43,870.41,996.44,1387.9,606.2,746.43,1026.68,1244.27,1000.88,812.3,718.21,730.54,587.68,991.73
23:15:06-05,843.4,1049.34,620.29,1189.38,1057.98,707.57,667.71,966.07,651.71,827.31,909.93,1010.7,929.57,975.14,1104.21,1141.82,965.7,1121.11,1118.51,710.37,755.98,1043.49,5099.45,776.7,199.48,955.28,983.37,748.06,729.26,1026.21,985.88,742.02,763.36,1123.4,1196.27,738.35,690.4,823.95,1136.22,1169.97,804.27,1173.38,1129.92,769.68,916.82,949.21,669.38,968.38,1366.77,1110.82,675.95,1054.18,976.48,1082.41,970.81,1073.31,729.06,686.43,1152.68,763.73,1126.21,666.34,1208.35,1253.25,665.34,793.31,811.11,1367.26,960.56,907.21,954.99,991.71,965.39,834.09,1096.78,844.8,698.25,897.46,739.04,862.14,701.53,1092.37,1087.21,1185.82,768.86,885.14,711.54,1078.64,711.59,737.05,922.79,847.52,1130.92,839.78,810.38,1084.47,777.82,749.27,1125.97,1194.65,824.07,1163.16,1017.24,726.55,758.42,1194.05,634.29,1038.79,910.17,817.25,1082.77,710.33,967.07,821.06,600.36,1045.76,947.84,786.9,878.37,884.22,1062.72,1089.14,932.23,928.3,921.59,1043.93,896.4,947.48,618.46,1081.2,756.66,770.61,731.97,1101.59,738.68,1002.03,888.45,750.99,872.34,0,645.62,840.07,966.8,912.97,1106.06,730.68,660.85,885.97,1320.29,809.91,1092.03,1006.03,805.42,1110.8,825.73,847.19,917.61,936.23,691.72,1231.79,770.81,928.8,998.66,1303.61,778.5,616.11,745.66,905.66,764.08,808.18,945.88,631.55,1136.15,1084.21,1037.3,947.41,971.08,778.17,946.09,881.75,1021.52,1060,570.51,772.2,667.11,1358.16,665.93,715.25,795.31,816.49,904.9,605.45,888.19,933.17,1078.15,918.36,616.97,1392.31,811.48,990.35,1094.99,1137.06,698.89,974.66,1199.76,1008.11,897.2,738.95,846.45,870.43,996.52,1387.91,606.2,746.44,1026.67,1244.27,1000.88,812.31,718.22,730.54,587.68,991.71
23:00:05-05,843.42,1049.35,620.3,1189.4,1058,707.58,667.71,966.07,651.71,827.32,909.92,1010.71,929.57,975.15,1104.21,1141.82,965.7,1121.11,1118.52,710.37,755.84,1043.5,5099.44,776.7,199.48,955.28,983.38,748.03,729.26,1026.21,985.87,742.01,763.39,1123.4,1196.26,738.36,690.49,823.95,1136.21,1169.97,804.25,1173.37,1129.88,769.68,916.84,949.22,669.39,968.37,1366.78,1110.81,675.95,1054.18,976.47,1082.41,970.82,1073.32,729.03,686.44,1152.69,763.74,1126.21,666.29,1209.91,1253.24,665.35,793.3,811.1,1367.26,960.55,907.21,955,991.72,965.38,834.1,1096.76,844.78,698.26,897.48,739.06,862.15,701.51,1092.38,1087.21,1185.82,768.87,885.13,711.55,1078.65,711.59,737.06,922.79,847.52,1130.92,839.78,810.4,1084.48,777.82,749.26,1125.98,1194.64,824.07,1163.17,1017.25,726.54,758.42,1194.06,634.28,1038.8,910.16,817.25,1082.77,710.33,967.08,821.05,600.36,1045.78,947.85,786.89,878.37,884.23,1062.7,1089.15,932.24,928.31,921.6,1043.93,896.4,947.48,618.45,1081.21,756.65,770.61,731.98,1101.58,738.66,1002.03,888.46,750.98,872.32,0,645.62,840.08,966.8,912.98,1106.16,730.69,660.85,885.98,1320.3,809.9,1092.03,1006.05,805.41,1110.8,825.71,847.17,917.6,936.23,691.73,1231.78,770.81,928.79,998.68,1303.61,778.5,616.1,745.63,905.67,764.08,808.18,945.89,631.55,1136.12,1084.23,1037.3,947.41,971.08,778.17,946.09,881.75,1021.53,1060,570.52,772.18,667.1,1358.16,665.94,715.23,795.31,816.49,904.91,605.45,888.18,933.19,1078.17,918.36,616.97,1392.3,811.46,990.35,1094.99,1137.05,698.89,974.66,1199.74,1008.12,897.21,738.96,846.44,870.42,996.43,1387.91,606.21,746.43,1026.66,1244.27,1000.88,812.29,718.19,730.54,587.68,991.72
22:45:04-05,843.42,1049.37,620.3,1189.38,1058.02,707.58,667.72,966.08,651.72,827.32,909.92,1010.7,929.57,975.15,1104.2,1141.81,965.7,1121.11,1118.54,710.37,755.83,1043.49,5099.45,776.69,199.47,955.28,983.38,748.06,729.25,1026.22,985.89,742.01,763.36,1123.36,1196.27,738.36,690.83,823.95,1136.22,1169.98,804.26,1173.39,1129.89,769.68,916.83,949.2,669.39,968.37,1366.78,1110.81,675.95,1054.18,976.48,1082.41,970.82,1073.32,729.02,686.45,1152.69,763.73,1126.21,666.32,1209.87,1253.24,665.35,793.31,811.11,1367.26,960.55,907.21,954.99,991.72,965.38,834.09,1096.77,844.77,698.27,897.46,739.08,862.17,701.53,1092.39,1087.21,1185.81,768.85,885.14,711.54,1078.65,711.58,737.07,922.81,847.53,1130.92,839.78,810.39,1084.48,777.81,749.26,1125.97,1194.64,824.07,1163.17,1017.29,726.54,758.44,1194.06,634.29,1038.82,910.15,817.25,1082.7,710.32,967.07,821.06,600.35,1045.77,947.82,786.89,878.36,884.23,1062.7,1089.15,932.25,928.31,921.59,1043.93,896.41,947.48,618.46,1081.22,756.66,770.61,731.97,1101.59,738.69,1002.02,888.46,750.99,872.34,0,645.65,840.07,966.79,912.97,1106.31,730.68,660.84,885.97,1320.3,809.89,1092.03,1006.05,805.41,1110.79,825.72,847.14,917.61,936.23,691.74,1231.78,770.83,928.79,998.69,1303.61,778.51,616.1,745.67,905.67,764.08,808.18,945.87,631.54,1136.15,1084.22,1037.3,947.41,971.08,778.18,946.09,881.74,1021.55,1060,570.5,772.21,667.1,1358.16,665.94,715.23,795.31,816.49,904.91,605.45,888.17,933.19,1078.15,918.37,616.96,1392.29,811.47,990.34,1094.99,1137.06,698.9,974.66,1199.7,1008.11,897.22,738.95,846.44,870.43,996.44,1387.92,606.19,746.44,1026.64,1244.27,1000.88,812.3,718.21,730.54,587.69,991.71
